runs,wickets,overs,target,run_rate,remaining_runs,remaining_overs,required_run_rate,win_probability
216,6,31.17917892436286,257,6.93,41,18.82,2.17,0.8404669260700389
251,4,7.729153397675336,223,32.47,-28,42.27,0.0,1.0
187,2,42.25503897844913,337,4.43,150,7.74,19.13,0.5548961424332344
40,0,9.869178059515495,130,4.05,90,40.13,2.24,0.3076923076923077
156,9,46.62087898913196,67,3.35,-89,3.38,0.0,1.0
14,5,12.603507441965176,245,1.11,231,37.4,6.16,0.05714285714285716
300,0,36.72066056635972,340,8.17,40,13.28,2.99,0.8823529411764706
64,8,14.304304135330241,328,4.47,264,35.7,7.37,0.19512195121951215
344,1,15.957491888484507,303,21.56,-41,34.04,0.0,1.0
326,0,15.569092453837033,191,20.94,-135,34.43,0.0,1.0
8,6,37.41982347590156,214,0.21,206,12.58,16.25,0.03738317757009346
343,5,27.885074386672716,54,12.3,-289,22.11,0.0,1.0
128,5,44.15932754679011,300,2.9,172,5.84,28.96,0.42666666666666664
135,4,15.437898688281837,199,8.74,64,34.56,1.85,0.6783919597989949
62,3,34.630426850631544,77,1.79,15,15.37,0.97,0.8051948051948052
138,3,37.67213512318922,286,3.66,148,12.33,11.91,0.4825174825174825
80,2,7.6589574401949125,181,10.45,101,42.34,2.38,0.4419889502762431
162,9,20.08940893025858,355,8.06,193,29.91,6.43,0.45633802816901403
288,7,24.192592968085513,334,11.9,46,25.81,1.78,0.8622754491017964
260,6,17.84880075572928,342,14.57,82,32.15,2.54,0.760233918128655
230,8,16.17341853885999,212,14.22,-18,33.83,0.0,1.0
40,0,34.35235271048233,276,1.16,236,15.65,14.98,0.14492753623188404
27,6,10.871733243208478,179,2.48,152,39.13,3.87,0.15083798882681565
134,9,35.49859818803132,107,3.77,-27,14.5,0.0,1.0
200,3,46.75870539989746,195,4.28,-5,3.24,0.0,1.0
327,6,28.303356306769782,361,11.55,34,21.7,1.56,0.9058171745152355
267,0,30.610568413299756,171,8.72,-96,19.39,0.0,1.0
32,4,3.539741835992045,241,9.04,209,46.46,4.49,0.13278008298755184
47,2,43.23739749052963,294,1.09,247,6.76,36.01,0.15986394557823125
61,4,14.343844581273288,152,4.25,91,35.66,2.54,0.4013157894736842
215,3,30.79105315987539,299,6.98,84,19.21,4.35,0.7190635451505016
292,1,48.95769727026563,71,5.96,-221,1.04,0.0,1.0
98,3,29.81557976858311,109,3.29,11,20.18,0.54,0.8990825688073394
171,2,36.263003424472444,287,4.72,116,13.74,8.38,0.5958188153310104
213,0,22.32144894936522,389,9.54,176,27.68,6.34,0.5475578406169666
34,9,3.1122555914013623,385,10.92,351,46.89,7.47,0.08831168831168834
226,7,39.900207539540446,183,5.66,-43,10.1,0.0,1.0
100,4,1.8464421790728849,386,54.16,286,48.15,5.93,0.2590673575129534
130,3,35.06282566150392,311,3.71,181,14.94,12.03,0.41800643086816724
256,9,1.2437865001668835,391,205.82,135,48.76,2.76,0.6547314578005115
4,4,43.129031305175864,387,0.09,383,6.87,54.95,0.01033591731266148
217,3,7.96603818806573,91,27.24,-126,42.03,0.0,1.0
254,2,25.762147622583303,123,9.86,-131,24.24,0.0,1.0
282,4,29.897820153709052,346,9.43,64,20.1,3.17,0.815028901734104
206,3,22.931515827933264,368,8.98,162,27.07,5.96,0.5597826086956521
14,0,17.104098118509473,71,0.82,57,32.9,1.73,0.19718309859154926
345,2,23.44393337943049,269,14.72,-76,26.56,0.0,1.0
41,9,15.63964611866982,128,2.62,87,34.36,2.52,0.3203125
178,9,21.962305119335074,284,8.1,106,28.04,3.77,0.6267605633802817
62,7,18.00975825080173,206,3.44,144,31.99,4.49,0.30097087378640774
230,6,28.35362069300655,376,8.11,146,21.65,6.71,0.6117021276595744
240,1,11.972415696024674,163,20.05,-77,38.03,0.0,1.0
51,0,49.43396209020922,339,1.03,288,0.57,429.85,0.1504424778761062
95,2,25.093410673770062,145,3.79,50,24.91,2.0,0.6551724137931034
221,4,9.78868766298403,179,22.58,-42,40.21,0.0,1.0
230,9,23.905630803406897,158,9.62,-72,26.09,0.0,1.0
236,0,43.33411496328873,124,5.45,-112,6.67,0.0,1.0
142,2,1.1881589769073404,324,119.51,182,48.81,3.72,0.43827160493827155
170,2,34.00975054345371,69,5.0,-101,15.99,0.0,1.0
28,4,27.443593060017008,210,1.02,182,22.56,8.03,0.1333333333333333
35,2,8.560943919069762,258,4.09,223,41.44,5.37,0.1356589147286822
12,8,40.89207432131554,143,0.29,131,9.11,14.22,0.08391608391608396
159,0,18.507342656462882,131,8.59,-28,31.49,0.0,1.0
326,3,14.76072123789382,153,22.09,-173,35.24,0.0,1.0
186,9,41.42344707365936,286,4.49,100,8.58,11.52,0.6503496503496504
242,9,31.962399804964065,309,7.57,67,18.04,3.69,0.7831715210355987
85,3,44.92312827537374,209,1.89,124,5.08,23.94,0.40669856459330145
283,0,31.53119681319285,397,8.98,114,18.47,6.14,0.7128463476070529
65,1,37.06680113081255,110,1.75,45,12.93,3.45,0.5909090909090908
169,0,41.83865022335468,87,4.04,-82,8.16,0.0,1.0
44,5,2.831507831905852,167,15.54,123,47.17,2.6,0.26347305389221554
61,2,38.82484304758208,361,1.57,300,11.18,26.6,0.16897506925207761
133,6,30.72395344429388,217,4.33,84,19.28,4.33,0.6129032258064516
283,4,3.5684390461081423,386,79.31,103,46.43,2.21,0.733160621761658
27,8,25.478038301248883,118,1.06,91,24.52,3.7,0.22881355932203384
107,6,4.214658091399298,132,25.39,25,45.79,0.54,0.8106060606060606
43,3,36.8237653659888,284,1.17,241,13.18,18.15,0.15140845070422537
339,4,27.370435523504366,91,12.39,-248,22.63,0.0,1.0
285,4,47.68331951687364,148,5.98,-137,2.32,0.0,1.0
330,4,9.238455041431315,179,35.72,-151,40.76,0.0,1.0
127,9,30.341069280766884,77,4.19,-50,19.66,0.0,1.0
347,8,10.657948515067519,282,32.56,-65,39.34,0.0,1.0
230,9,30.741842737897176,278,7.48,48,19.26,2.48,0.8273381294964028
189,2,36.16022014780674,166,5.23,-23,13.84,0.0,1.0
224,5,36.14298603354398,375,6.2,151,13.86,10.82,0.5973333333333333
282,7,40.772192135062234,156,6.92,-126,9.23,0.0,1.0
120,8,42.69215637512001,374,2.81,254,7.31,34.28,0.320855614973262
115,6,3.9558591407321346,344,29.07,229,46.04,4.96,0.3343023255813954
232,2,17.229031137912965,209,13.47,-23,32.77,0.0,1.0
258,0,34.38741376595431,53,7.5,-205,15.61,0.0,1.0
197,3,24.979455740821486,198,7.89,1,25.02,0.04,0.9949494949494949
136,5,9.614729743064094,283,14.14,147,40.39,3.63,0.48056537102473496
317,2,27.68020755131823,303,11.45,-14,22.32,0.0,1.0
164,0,20.431039073030576,297,8.03,133,29.57,4.48,0.5521885521885521
224,5,19.562910054949825,387,11.45,163,30.44,5.34,0.578811369509044
306,0,40.506710500039624,119,7.55,-187,9.49,0.0,1.0
233,8,20.439156858225846,252,11.4,19,29.56,0.64,0.9246031746031746
171,0,1.4200798234731657,351,120.42,180,48.58,3.7,0.4871794871794872
151,5,2.9973606106654547,197,50.38,46,47.0,0.98,0.766497461928934
314,0,42.82657768041185,270,7.33,-44,7.17,0.0,1.0
159,6,48.03398041962481,235,3.31,76,1.97,36.71,0.676595744680851
95,2,34.451625889139805,385,2.76,290,15.55,18.53,0.24675324675324672
232,5,18.281977875594002,97,12.69,-135,31.72,0.0,1.0
179,6,46.9361557581569,312,3.81,133,3.06,42.09,0.5737179487179487
112,0,33.17387401014922,345,3.38,233,16.83,13.76,0.32463768115942027
317,0,42.23224410504695,364,7.51,47,7.77,5.97,0.8708791208791209
51,4,38.31602997144677,341,1.33,290,11.68,24.62,0.14956011730205276
267,5,19.01905185705236,221,14.04,-46,30.98,0.0,1.0
294,8,23.9872398224542,80,12.26,-214,26.01,0.0,1.0
112,0,9.387994502968164,219,11.93,107,40.61,2.63,0.5114155251141552
100,3,14.671503611992629,93,6.82,-7,35.33,0.0,1.0
112,9,38.928470498197434,92,2.88,-20,11.07,0.0,1.0
80,7,44.7095217549671,183,1.79,103,5.29,19.11,0.43715846994535523
186,9,36.25057512024545,398,5.13,212,13.75,15.31,0.46733668341708545
112,8,23.312167463166254,268,4.8,156,26.69,5.82,0.417910447761194
1,2,4.416812520093401,135,0.23,134,45.58,2.93,0.007407407407407418
129,1,2.941702640052566,300,43.85,171,47.06,3.63,0.43000000000000005
219,3,18.778845674181408,314,11.66,95,31.22,3.03,0.697452229299363
53,1,23.24470376650639,60,2.28,7,26.76,0.26,0.8833333333333333
342,0,30.495119048443517,129,11.21,-213,19.5,0.0,1.0
223,2,0.42382711721116073,158,526.16,-65,49.58,0.0,1.0
224,6,49.487172234268684,167,4.53,-57,0.51,0.0,1.0
125,0,18.260550281861743,301,6.85,176,31.74,5.53,0.415282392026578
129,1,42.41992372367596,67,3.04,-62,7.58,0.0,1.0
52,0,26.79483861270368,305,1.94,253,23.21,10.85,0.17049180327868851
171,7,6.608928781213989,294,25.87,123,43.39,2.83,0.5816326530612245
217,4,39.89852107147264,202,5.44,-15,10.1,0.0,1.0
159,7,35.520371038501814,146,4.48,-13,14.48,0.0,1.0
197,2,26.419060637968478,235,7.46,38,23.58,1.6,0.8382978723404255
246,6,25.776199257555625,79,9.54,-167,24.22,0.0,1.0
323,7,4.46523232697131,164,72.34,-159,45.53,0.0,1.0
202,5,32.82686253383632,290,6.15,88,17.17,5.1,0.6965517241379311
183,6,45.571133272139555,306,4.02,123,4.43,27.15,0.5980392156862745
122,1,4.7529214691457815,162,25.67,40,45.25,0.88,0.7530864197530864
254,7,13.249221387380354,384,19.17,130,36.75,3.53,0.6614583333333333
293,4,45.12516787476073,78,6.49,-215,4.87,0.0,1.0
279,6,14.288761100007685,371,19.53,92,35.71,2.57,0.7520215633423181
324,0,32.73178924177832,275,9.9,-49,17.27,0.0,1.0
97,4,26.787426430662894,293,3.62,196,23.21,8.41,0.33105802047781574
197,0,29.85674748969272,68,6.6,-129,20.14,0.0,1.0
239,7,20.84786618870493,371,11.46,132,29.15,4.51,0.6442048517520216
143,3,15.069574380630185,161,9.49,18,34.93,0.51,0.8881987577639752
96,3,2.5218191914104815,261,38.07,165,47.48,3.47,0.367816091954023
200,1,37.23961887077879,282,5.37,82,12.76,6.38,0.7092198581560284
123,4,37.330063763491914,208,3.29,85,12.67,6.66,0.5913461538461539
186,0,33.56921442992829,109,5.54,-77,16.43,0.0,1.0
325,8,32.217326027169065,373,10.09,48,17.78,2.68,0.871313672922252
348,4,12.261484895159558,142,28.38,-206,37.74,0.0,1.0
258,5,1.2150121949379313,297,212.34,39,48.78,0.8,0.8686868686868687
147,1,40.45489830458344,207,3.63,60,9.55,6.22,0.7101449275362319
251,9,24.607812931221762,190,10.2,-61,25.39,0.0,1.0
345,9,15.411222722060653,269,22.39,-76,34.59,0.0,1.0
146,0,5.186402148350446,355,28.15,209,44.81,4.65,0.4112676056338028
147,3,3.229807385979281,138,45.51,-9,46.77,0.0,1.0
198,6,17.50844941757935,204,11.31,6,32.49,0.18,0.9705882352941176
307,5,40.25637953187033,282,7.63,-25,9.74,0.0,1.0
127,9,45.94431509175814,242,2.76,115,4.06,27.64,0.524793388429752
38,0,44.84789309419193,148,0.85,110,5.15,20.95,0.2567567567567568
337,0,46.008041654007776,162,7.32,-175,3.99,0.0,1.0
128,7,45.3954946221542,156,2.82,28,4.6,5.96,0.8205128205128205
266,3,26.408515104859752,73,10.07,-193,23.59,0.0,1.0
150,4,11.0488403639895,330,13.58,180,38.95,4.61,0.4545454545454546
297,6,39.92252448355734,253,7.44,-44,10.08,0.0,1.0
98,7,10.764277445143692,60,9.1,-38,39.24,0.0,1.0
262,9,13.433643110152797,399,19.5,137,36.57,3.74,0.6566416040100251
251,6,11.739390658945167,365,21.38,114,38.26,2.97,0.6876712328767123
143,1,25.79762194442071,254,5.54,111,24.2,4.57,0.562992125984252
345,3,16.15919265763709,74,21.35,-271,33.84,0.0,1.0
111,9,7.792386876304539,189,14.24,78,42.21,1.84,0.5873015873015873
59,0,22.71335325350473,172,2.6,113,27.29,4.13,0.34302325581395354
1,9,43.70797121537983,60,0.02,59,6.29,9.23,0.01666666666666672
303,8,28.570587462003616,315,10.61,12,21.43,0.56,0.9619047619047619
253,2,43.928946733790596,130,5.76,-123,6.07,0.0,1.0
139,2,9.874022035448956,359,14.08,220,40.13,5.47,0.38718662952646243
36,9,8.431996296260444,158,4.27,122,41.57,2.93,0.22784810126582278
159,8,28.82129857235117,257,5.52,98,21.18,4.61,0.6186770428015564
8,9,23.220112187159025,368,0.34,360,26.78,13.39,0.021739130434782594
232,2,33.04261481818315,293,7.02,61,16.96,3.58,0.7918088737201365
98,7,39.7518768722364,325,2.47,227,10.25,21.93,0.30153846153846153
146,1,37.59023405304361,310,3.88,164,12.41,13.11,0.47096774193548385
303,2,47.1188325655622,346,6.43,43,2.88,14.43,0.8757225433526011
207,1,19.97299481693488,112,10.36,-95,30.03,0.0,1.0
130,0,10.39869843818422,233,12.5,103,39.6,2.59,0.5579399141630901
151,1,27.5905407333995,81,5.47,-70,22.41,0.0,1.0
53,7,5.626081697540161,332,9.42,279,44.37,6.27,0.15963855421686746
119,8,14.513671054248407,373,8.2,254,35.49,7.14,0.3190348525469169
160,1,10.473613957630908,56,15.28,-104,39.53,0.0,1.0
115,6,19.888529468174337,223,5.78,108,30.11,3.57,0.5156950672645739
74,4,5.649707092610547,195,13.1,121,44.35,2.72,0.37948717948717947
112,2,1.6889030529500828,301,66.32,189,48.31,3.9,0.37209302325581395
103,8,32.874020831038585,215,3.13,112,17.13,6.5,0.4790697674418605
339,5,30.55142401666126,152,11.1,-187,19.45,0.0,1.0
253,0,35.44711090832919,242,7.14,-11,14.55,0.0,1.0
226,4,33.05328336954006,66,6.84,-160,16.95,0.0,1.0
111,6,5.803304589004936,139,19.13,28,44.2,0.63,0.7985611510791367
98,3,14.624836180644749,135,6.7,37,35.38,1.04,0.7259259259259259
152,7,6.563377834027582,152,23.16,0,43.44,0.0,1.0
348,9,42.1643228622233,131,8.25,-217,7.84,0.0,1.0
337,4,37.370492402240615,175,9.02,-162,12.63,0.0,1.0
193,8,10.156197445620297,87,19.0,-106,39.84,0.0,1.0
309,8,17.13133110044568,397,18.04,88,32.87,2.67,0.778337531486146
162,8,48.334088113984286,262,3.35,100,1.67,56.5,0.6183206106870229
207,0,29.748551958194607,368,6.96,161,20.25,7.91,0.5625
168,1,40.07766430532775,274,4.19,106,9.92,10.58,0.6131386861313868
160,2,13.303092634959583,271,12.03,111,36.7,3.02,0.5904059040590406
67,3,10.58164071694733,296,6.33,229,39.42,5.79,0.22635135135135132
288,9,39.217454749442766,185,7.34,-103,10.78,0.0,1.0
276,8,34.325035516048864,335,8.04,59,15.67,3.74,0.8238805970149254
303,9,34.08079866766701,280,8.89,-23,15.92,0.0,1.0
134,5,27.676465633276777,369,4.84,235,22.32,10.48,0.36314363143631434
194,0,28.222559304549787,58,6.87,-136,21.78,0.0,1.0
127,8,36.81130551478206,274,3.45,147,13.19,11.06,0.46350364963503654
32,5,13.573123807947644,362,2.36,330,36.43,9.03,0.08839779005524862
175,3,17.703146446262092,156,9.89,-19,32.3,0.0,1.0
21,3,43.594674848950746,236,0.48,215,6.41,33.03,0.08898305084745761
237,2,15.512373530506672,270,15.28,33,34.49,0.95,0.8777777777777778
157,6,27.360847611827023,144,5.74,-13,22.64,0.0,1.0
37,2,35.16170925393354,244,1.05,207,14.84,13.86,0.15163934426229508
229,1,49.996248858975505,291,4.58,62,0.0,620.0,1.0
50,9,21.821037441617065,279,2.29,229,28.18,8.1,0.1792114695340502
263,7,21.461834543584697,380,12.25,117,28.54,4.09,0.6921052631578948
282,3,42.145160133740006,54,6.69,-228,7.85,0.0,1.0
26,7,40.29460525186718,53,0.65,27,9.71,2.75,0.49056603773584906
225,0,36.58068649855397,313,6.15,88,13.42,6.51,0.7188498402555911
276,4,23.215158906710542,302,11.89,26,26.78,0.97,0.9139072847682119
285,8,16.26456209601972,212,17.52,-73,33.74,0.0,1.0
96,0,30.475651080983948,190,3.15,94,19.52,4.79,0.5052631578947369
283,3,43.82354232726888,345,6.46,62,6.18,9.87,0.8202898550724638
316,5,44.20049516460847,68,7.15,-248,5.8,0.0,1.0
303,9,5.514067419014877,131,54.95,-172,44.49,0.0,1.0
146,7,21.474679162276217,53,6.8,-93,28.53,0.0,1.0
3,2,23.289625614317597,177,0.13,174,26.71,6.49,0.016949152542372836
34,4,48.88300683943529,236,0.7,202,1.12,165.57,0.14406779661016944
191,6,33.93210096060497,195,5.63,4,16.07,0.25,0.9794871794871794
48,0,20.42159622137732,201,2.35,153,29.58,5.15,0.23880597014925375
16,6,1.4002885106810907,142,11.43,126,48.6,2.59,0.11267605633802813
171,7,28.312719488949877,80,6.04,-91,21.69,0.0,1.0
219,7,4.8941911843539705,363,44.75,144,45.11,3.19,0.6033057851239669
157,8,41.73905287165338,77,3.76,-80,8.26,0.0,1.0
45,5,37.65068116246107,186,1.2,141,12.35,11.33,0.24193548387096775
5,5,23.07940707941812,139,0.22,134,26.92,4.96,0.03597122302158273
98,1,21.517617899130816,98,4.55,0,28.48,0.0,1.0
232,2,44.87721438188156,307,5.17,75,5.12,14.37,0.755700325732899
36,3,14.494071685864606,55,2.48,19,35.51,0.53,0.6545454545454545
279,3,12.526096109127861,78,22.27,-201,37.47,0.0,1.0
348,7,46.96595189800553,205,7.41,-143,3.03,0.0,1.0
301,0,40.48136725399878,312,7.44,11,9.52,1.14,0.9647435897435898
180,9,41.04921709405301,83,4.38,-97,8.95,0.0,1.0
94,3,9.840171332368683,286,9.55,192,40.16,4.77,0.32867132867132864
98,3,7.250469972403627,187,13.52,89,42.75,2.08,0.5240641711229946
187,0,1.3988745358750316,106,133.68,-81,48.6,0.0,1.0
115,2,11.928371295042133,224,9.64,109,38.07,2.86,0.5133928571428572
190,4,38.73210553654481,263,4.91,73,11.27,6.42,0.7224334600760456
252,5,12.077917096331072,76,20.86,-176,37.92,0.0,1.0
160,8,36.48225385138432,344,4.39,184,13.52,13.51,0.4651162790697675
255,8,12.670222441834332,168,20.13,-87,37.33,0.0,1.0
322,8,19.825095647738518,196,16.24,-126,30.17,0.0,1.0
127,0,49.15979826657928,314,2.58,187,0.84,198.94,0.40445859872611467
17,8,12.316105391078365,307,1.38,290,37.68,7.68,0.055374592833876246
280,7,18.880894302183556,397,14.83,117,31.12,3.75,0.7052896725440806
222,1,15.124250305214161,238,14.68,16,34.88,0.46,0.9327731092436975
53,0,5.570286817867113,364,9.51,311,44.43,6.98,0.14560439560439564
57,0,24.545717692328164,280,2.32,223,25.45,8.73,0.20357142857142863
322,5,18.996664100316814,247,16.95,-75,31.0,0.0,1.0
173,8,34.774865581783274,288,4.97,115,15.23,7.5,0.6006944444444444
279,6,40.89796789288216,376,6.82,97,9.1,10.54,0.7420212765957447
113,4,27.258060753332362,119,4.15,6,22.74,0.26,0.9495798319327731
287,1,1.7066014621581094,301,168.17,14,48.29,0.29,0.9534883720930233
341,0,30.984225576112607,242,11.01,-99,19.02,0.0,1.0
150,1,2.8639974280448657,74,52.37,-76,47.14,0.0,1.0
126,0,30.856180547591343,119,4.08,-7,19.14,0.0,1.0
154,2,34.28299446853251,205,4.49,51,15.72,3.22,0.751219512195122
272,5,9.968604618114169,195,27.29,-77,40.03,0.0,1.0
103,7,40.98537282121637,368,2.51,265,9.01,29.09,0.27989130434782605
298,2,45.56314806554502,268,6.54,-30,4.44,0.0,1.0
245,9,40.6730395092796,98,6.02,-147,9.33,0.0,1.0
175,8,15.3249485915829,243,11.42,68,34.68,1.96,0.7201646090534979
38,9,29.37348632103716,89,1.29,51,20.63,2.46,0.4269662921348315
169,4,45.749275944642264,134,3.69,-35,4.25,0.0,1.0
246,6,16.10116983852021,392,15.28,146,33.9,4.29,0.6275510204081632
25,7,41.01938833104471,385,0.61,360,8.98,39.65,0.06493506493506496
305,2,0.5728090499586566,53,532.46,-252,49.43,0.0,1.0
12,1,0.2819704689553459,339,42.56,327,49.72,6.56,0.03539823008849563
315,1,38.009611850914474,296,8.29,-19,11.99,0.0,1.0
312,4,38.09623434814335,54,8.19,-258,11.9,0.0,1.0
35,0,39.46996167382946,275,0.89,240,10.53,22.58,0.12727272727272732
172,1,46.5083392106193,199,3.7,27,3.49,7.52,0.864321608040201
19,8,5.983524959832182,287,3.18,268,44.02,6.07,0.0662020905923345
320,6,11.676050750686048,197,27.41,-123,38.32,0.0,1.0
263,5,45.195873526652996,152,5.82,-111,4.8,0.0,1.0
141,8,8.944086268840437,224,15.76,83,41.06,2.02,0.6294642857142857
142,6,34.14324045207154,285,4.16,143,15.86,8.96,0.4982456140350877
91,4,26.570103702036686,83,3.42,-8,23.43,0.0,1.0
321,8,4.251364474890211,221,75.51,-100,45.75,0.0,1.0
287,5,14.33465673088249,55,20.02,-232,35.67,0.0,1.0
214,5,26.066573600404297,334,8.21,120,23.93,4.99,0.6407185628742516
341,3,42.632270822523324,274,8.0,-67,7.37,0.0,1.0
50,0,35.40617063177222,102,1.41,52,14.59,3.54,0.4901960784313726
152,4,31.13196975660116,306,4.88,154,18.87,8.12,0.49673202614379086
185,8,24.8520412080766,108,7.44,-77,25.15,0.0,1.0
62,7,15.004330792325302,295,4.13,233,35.0,6.64,0.21016949152542375
189,7,6.050321074831133,56,31.24,-133,43.95,0.0,1.0
124,4,20.512894124848167,263,6.04,139,29.49,4.7,0.47148288973384034
149,8,1.5230728461734995,127,97.83,-22,48.48,0.0,1.0
313,2,10.631688874415843,238,29.44,-75,39.37,0.0,1.0
57,2,21.680920456045726,356,2.63,299,28.32,10.52,0.1601123595505618
341,0,20.988398765028563,265,16.25,-76,29.01,0.0,1.0
304,8,2.310342006749921,332,131.58,28,47.69,0.59,0.9156626506024097
179,5,29.494101660912037,368,6.07,189,20.51,9.17,0.48641304347826086
