runs,wickets,overs,target,run_rate,remaining_runs,remaining_overs,required_run_rate,win_probability
54,7,37.83227802521289,324,1.43,270,12.17,22.19,0.001
23,8,33.69008621098459,281,0.68,258,16.31,15.82,0.001
12,9,44.924573415934695,251,0.27,239,5.08,47.05,0.001
51,6,26.24967163228772,287,1.94,236,23.75,9.94,0.005
15,5,10.381741067223576,174,1.44,159,39.62,4.01,0.052
113,5,37.09601542503478,320,3.05,207,12.9,16.05,0.006
0,10,39.23532718776038,262,0.0,262,10.76,24.35,0.0
111,4,30.25747389062733,292,3.67,181,19.74,9.17,0.013
208,1,39.69352309795524,227,5.24,19,10.31,1.84,1.0
39,7,27.220801836397584,319,1.43,280,22.78,12.29,0.002
68,5,28.522977322189732,248,2.38,180,21.48,8.38,0.009
95,4,24.239345826134734,311,3.92,216,25.76,8.39,0.018
25,0,6.143860703484283,183,4.07,158,43.86,3.6,0.759
25,4,9.8551142146987,191,2.54,166,40.14,4.14,0.106
19,1,6.414313355903041,149,2.96,130,43.59,2.98,0.381
57,6,33.63846850687012,248,1.69,191,16.36,11.67,0.005
36,3,19.1460191484347,146,1.88,110,30.85,3.57,0.13
49,6,27.885681102411624,256,1.76,207,22.11,9.36,0.006
15,9,45.84049132667418,309,0.33,294,4.16,70.67,0.0
11,7,16.21815031169937,161,0.68,150,33.78,4.44,0.013
22,7,23.46723153660334,211,0.94,189,26.53,7.12,0.004
23,8,38.99980123443719,240,0.59,217,11.0,19.73,0.001
23,4,15.29591744712301,143,1.5,120,34.7,3.46,0.089
26,2,8.464095942295685,170,3.07,144,41.54,3.47,0.278
16,6,18.038815381119562,144,0.89,128,31.96,4.01,0.028
16,5,12.2549579264302,158,1.31,142,37.75,3.76,0.054
131,6,46.83639435541579,346,2.8,215,3.16,68.04,0.002
12,9,41.365417080398764,258,0.29,246,8.63,28.51,0.001
114,4,33.503169042969056,272,3.4,158,16.5,9.58,0.013
35,8,44.215726558447294,263,0.79,228,5.78,39.45,0.001
34,8,41.165243460460154,253,0.83,219,8.83,24.8,0.001
26,2,13.395652649871613,135,1.94,109,36.6,2.98,0.22
0,10,45.165154932049,279,0.0,279,4.83,57.76,0.0
106,3,29.270400886204282,228,3.62,122,20.73,5.89,0.103
0,10,41.334806982382815,278,0.0,278,8.67,32.06,0.0
17,9,45.324108496557194,364,0.38,347,4.68,74.15,0.0
19,5,19.310156373733875,120,0.98,101,30.69,3.29,0.056
23,2,9.952336603745454,130,2.31,107,40.05,2.67,0.282
30,1,15.257082314387375,120,1.97,90,34.74,2.59,0.32
127,2,24.219850488181535,291,5.24,164,25.78,6.36,0.216
14,9,41.81066446651219,291,0.33,277,8.19,33.82,0.001
36,8,43.732876246535454,265,0.82,229,6.27,36.52,0.001
10,3,5.312845873903582,120,1.88,110,44.69,2.46,0.208
64,5,27.983628615990458,241,2.29,177,22.02,8.04,0.009
51,6,23.783495141695056,313,2.14,262,26.22,9.99,0.005
41,2,14.99485147118286,180,2.73,139,35.01,3.97,0.203
24,3,10.393941530015727,178,2.31,154,39.61,3.89,0.139
20,7,20.192682713163258,223,0.99,203,29.81,6.81,0.004
15,9,47.43093667606336,318,0.32,303,2.57,117.9,0.0
25,6,19.544131940933987,189,1.28,164,30.46,5.38,0.012
45,6,28.345577978451473,230,1.59,185,21.65,8.55,0.006
0,10,36.635853150283005,303,0.0,303,13.36,22.68,0.0
107,3,21.363332107068228,317,5.01,210,28.64,7.33,0.097
12,9,48.73019372244323,262,0.25,250,1.27,196.85,0.0
0,10,48.310128272395005,308,0.0,308,1.69,182.25,0.0
14,6,16.330203312141386,146,0.86,132,33.67,3.92,0.029
42,6,27.376182765157346,227,1.53,185,22.62,8.18,0.006
48,2,18.539523941754634,168,2.59,120,31.46,3.81,0.205
46,2,17.81782224698604,169,2.58,123,32.18,3.82,0.203
22,1,6.659912630953976,165,3.3,143,43.34,3.3,0.384
56,6,32.43039502909536,252,1.73,196,17.57,11.16,0.005
6,9,27.620556045298766,243,0.22,237,22.38,10.59,0.001
21,0,7.316543806249521,124,2.87,103,42.68,2.41,0.76
16,6,17.539090890647515,151,0.91,135,32.46,4.16,0.027
14,9,45.87196486849942,287,0.31,273,4.13,66.1,0.0
12,6,15.780285080013758,126,0.76,114,34.22,3.33,0.038
24,2,11.52026924410504,141,2.08,117,38.48,3.04,0.227
55,6,27.025374212490334,296,2.04,241,22.97,10.49,0.005
14,9,49.35427043497703,298,0.28,284,0.65,436.92,0.0
27,4,15.892487218017518,159,1.7,132,34.11,3.87,0.08
41,7,35.246099633264535,264,1.16,223,14.75,15.12,0.002
61,6,39.27288268979229,229,1.55,168,10.73,15.66,0.005
36,2,15.693689479657985,153,2.29,117,34.31,3.41,0.213
26,8,37.76973568753368,285,0.69,259,12.23,21.18,0.001
15,8,21.550240972366396,285,0.7,270,28.45,9.49,0.002
7,9,33.453762376711076,254,0.21,247,16.55,14.92,0.001
21,8,33.50883698424026,255,0.63,234,16.49,14.19,0.001
114,4,29.10986078336413,313,3.92,199,20.89,9.53,0.013
21,2,9.063039652448374,132,2.32,111,40.94,2.71,0.279
42,8,42.58861230151571,311,0.99,269,7.41,36.3,0.001
15,7,19.435102923728113,173,0.77,158,30.56,5.17,0.006
24,4,13.393332967993441,168,1.79,144,36.61,3.93,0.082
10,5,6.834881369964377,150,1.46,140,43.17,3.24,0.077
136,3,31.59018244347088,272,4.31,136,18.41,7.39,0.071
28,8,35.49039628290271,328,0.79,300,14.51,20.68,0.001
15,3,5.746452301753527,163,2.61,148,44.25,3.34,0.197
7,9,28.044187623467643,294,0.25,287,21.96,13.07,0.001
16,5,15.192309883907209,134,1.05,118,34.81,3.39,0.056
82,5,34.032775568425244,253,2.41,171,15.97,10.71,0.008
16,5,12.846489305224615,153,1.25,137,37.15,3.69,0.054
61,6,36.09219821461097,247,1.69,186,13.91,13.37,0.005
67,5,22.403090583524182,311,2.99,244,27.6,8.84,0.009
56,7,47.152849493153056,226,1.19,170,2.85,59.65,0.002
29,2,11.188442486569697,176,2.59,147,38.81,3.79,0.208
89,3,20.347985797261632,285,4.37,196,29.65,6.61,0.101
14,5,10.106308455826507,172,1.39,158,39.89,3.96,0.052
12,9,46.61121282253532,262,0.26,250,3.39,73.75,0.001
14,9,44.48027090214415,290,0.31,276,5.52,50.0,0.0
25,3,16.607373247182004,120,1.51,95,33.39,2.85,0.152
64,6,34.69928207153806,271,1.84,207,15.3,13.53,0.004
15,9,41.77499900905471,307,0.36,292,8.23,35.48,0.0
56,6,29.984036521975806,275,1.87,219,20.02,10.94,0.005
101,4,28.83427602602029,280,3.5,179,21.17,8.46,0.014
28,3,15.883353090520325,139,1.76,111,34.12,3.25,0.143
15,4,9.189624551265464,128,1.63,113,40.81,2.77,0.13
96,6,45.374709107899704,252,2.12,156,4.63,33.69,0.004
64,7,45.51881257234987,260,1.41,196,4.48,43.75,0.002
58,6,33.48956557729706,253,1.73,195,16.51,11.81,0.005
51,5,20.25634059719153,266,2.52,215,29.74,7.23,0.012
127,2,20.714430857569738,337,6.13,210,29.29,7.17,0.221
109,5,37.668005549160775,302,2.89,193,12.33,15.65,0.006
31,8,45.36996169786597,234,0.68,203,4.63,43.84,0.001
135,5,44.91888909193028,255,3.01,120,5.08,23.62,0.008
112,6,40.09439956359307,294,2.79,182,9.91,18.37,0.004
37,7,33.891424076942954,243,1.09,206,16.11,12.79,0.002
18,3,8.786298424777197,136,2.05,118,41.21,2.86,0.19
29,1,12.27329213425762,140,2.36,111,37.73,2.94,0.324
0,10,45.43493848371857,255,0.0,255,4.57,55.8,0.0
70,6,32.289307684681546,318,2.17,248,17.71,14.0,0.004
15,0,5.4138673227483345,120,2.77,105,44.59,2.35,0.75
29,1,9.566219428971444,149,3.03,120,40.43,2.97,0.607
107,4,34.85757960986251,244,3.07,137,15.14,9.05,0.014
16,2,5.227771273079841,172,3.06,156,44.77,3.48,0.275
20,4,12.236362313787438,158,1.63,138,37.76,3.65,0.087
106,4,29.693020521496376,284,3.57,178,20.31,8.76,0.014
24,8,36.135283896171195,271,0.66,247,13.86,17.82,0.001
45,7,34.338256677617025,294,1.31,249,15.66,15.9,0.002
15,5,15.09211892572519,124,0.99,109,34.91,3.12,0.062
110,5,37.04806496063912,312,2.97,202,12.95,15.6,0.006
19,5,15.676208937356003,146,1.21,127,34.32,3.7,0.052
43,1,19.642986417167048,129,2.19,86,30.36,2.83,0.32
51,7,38.592113230311085,297,1.32,246,11.41,21.56,0.002
149,4,34.23348045712466,348,4.35,199,15.77,12.62,0.011
21,8,43.215053472238004,159,0.49,138,6.78,20.35,0.002
9,9,34.592580153515456,307,0.26,298,15.41,19.34,0.001
80,5,30.573887150096223,273,2.62,193,19.43,9.93,0.008
30,1,9.215364552264163,158,3.26,128,40.78,3.14,0.615
64,5,21.54721113767451,312,2.97,248,28.45,8.72,0.009
41,1,16.934106545677643,143,2.42,102,33.07,3.08,0.316
35,3,15.97953395205876,167,2.19,132,34.02,3.88,0.131
13,9,48.785474963860054,265,0.27,252,1.21,208.26,0.0
93,2,22.689397610004217,242,4.1,149,27.31,5.46,0.194
0,10,45.1420949829701,285,0.0,285,4.86,58.64,0.0
132,4,33.401238169876834,314,3.95,182,16.6,10.96,0.012
0,10,40.76650865937418,264,0.0,264,9.23,28.6,0.0
71,5,27.618669189733644,268,2.57,197,22.38,8.8,0.009
83,6,30.96067480818616,392,2.68,309,19.04,16.23,0.003
139,3,27.163296221848874,323,5.12,184,22.84,8.06,0.074
20,3,13.785934450912002,120,1.45,100,36.21,2.76,0.155
57,6,37.510345186767736,221,1.52,164,12.49,13.13,0.005
34,2,17.63475630983851,131,1.93,97,32.37,3.0,0.218
20,1,6.0942184894154225,162,3.28,142,43.91,3.23,0.6
102,4,34.046253315822554,239,3.0,137,15.95,8.59,0.014
34,1,12.969980573317201,156,2.62,122,37.03,3.29,0.314
83,7,47.320636295881144,336,1.75,253,2.68,94.4,0.001
35,8,47.92678596511643,258,0.73,223,2.07,107.73,0.001
0,10,46.16889755992018,351,0.0,351,3.83,91.64,0.0
105,2,21.657141511495,279,4.85,174,28.34,6.14,0.2
13,4,5.695547743799034,171,2.28,158,44.3,3.57,0.124
108,6,46.77433531644764,285,2.31,177,3.23,54.8,0.003
33,7,24.268286674279146,303,1.36,270,25.73,10.49,0.003
45,8,48.49946685696513,335,0.93,290,1.5,193.33,0.0
0,10,48.36289896901638,331,0.0,331,1.64,201.83,0.0
40,8,43.3854254960312,300,0.92,260,6.61,39.33,0.001
44,2,18.250200143131355,159,2.41,115,31.75,3.62,0.206
84,4,22.329397787086638,300,3.76,216,27.67,7.81,0.022
61,7,43.30115021825856,247,1.41,186,6.7,27.76,0.002
34,2,19.261490232032493,120,1.77,86,30.74,2.8,0.221
18,5,12.627173600874162,168,1.43,150,37.37,4.01,0.051
43,6,30.05605681062576,208,1.43,165,19.94,8.27,0.006
13,9,47.12696483723514,282,0.28,269,2.87,93.73,0.0
10,9,36.32134085037379,330,0.28,320,13.68,23.39,0.0
93,5,30.652752654021423,317,3.03,224,19.35,11.58,0.007
26,1,9.372942219684585,134,2.77,108,40.63,2.66,0.614
51,7,32.67532520146264,349,1.56,298,17.32,17.21,0.002
0,10,49.552423254691846,257,0.0,257,0.45,571.11,0.0
28,2,11.30378068564358,165,2.48,137,38.7,3.54,0.219
13,8,28.324834356368154,192,0.46,179,21.68,8.26,0.002
31,8,44.48178823675799,232,0.7,201,5.52,36.41,0.001
0,10,38.3345877989392,312,0.0,312,11.67,26.74,0.0
88,5,36.36570834478706,254,2.42,166,13.63,12.18,0.008
0,10,36.611783779419916,298,0.0,298,13.39,22.26,0.0
116,3,21.177101804888984,345,5.48,229,28.82,7.95,0.091
28,4,18.2116329919022,147,1.54,119,31.79,3.74,0.079
159,5,41.421251996533115,299,3.84,140,8.58,16.32,0.008
160,5,41.455102760563136,301,3.86,141,8.54,16.51,0.008
12,9,44.01825433610467,245,0.27,233,5.98,38.96,0.001
45,8,46.09582486504121,334,0.98,289,3.9,74.1,0.0
72,5,28.010407948742202,268,2.57,196,21.99,8.91,0.009
115,3,27.568233260923982,264,4.17,149,22.43,6.64,0.093
90,7,40.92328305350488,364,2.2,274,9.08,30.18,0.001
70,6,34.24837688499943,300,2.04,230,15.75,14.6,0.004
51,7,36.588509476596656,317,1.39,266,13.41,19.84,0.001
177,5,40.81067012462455,334,4.34,157,9.19,17.08,0.008
62,7,45.05024038179048,253,1.38,191,4.95,38.59,0.002
29,7,20.209782058319114,329,1.43,300,29.79,10.07,0.003
86,3,21.901232868797482,259,3.93,173,28.1,6.16,0.102
25,2,9.229187292839105,152,2.71,127,40.77,3.12,0.277
80,5,31.022606344827828,269,2.58,189,18.98,9.96,0.008
8,5,6.617402320853394,123,1.21,115,43.38,2.65,0.088
102,4,25.95191081596071,312,3.93,210,24.05,8.73,0.015
107,4,29.419008561840947,290,3.64,183,20.58,8.89,0.014
32,4,17.8943563457728,163,1.79,131,32.11,4.08,0.075
92,5,31.587496725605483,306,2.91,214,18.41,11.62,0.007
21,1,6.372511247257224,162,3.3,141,43.63,3.23,0.604
19,1,6.6806684937146485,141,2.84,122,43.32,2.82,0.597
38,8,42.01702522968462,281,0.9,243,7.98,30.45,0.001
43,6,21.20857886350683,298,2.03,255,28.79,8.86,0.006
20,3,10.717723069334816,152,1.87,132,39.28,3.36,0.144
52,6,28.500946702466198,265,1.82,213,21.5,9.91,0.005
85,6,39.64970988943749,313,2.14,228,10.35,22.03,0.003
18,6,14.711946237357942,191,1.22,173,35.29,4.9,0.022
57,6,33.03007141185501,253,1.73,196,16.97,11.55,0.005
24,2,8.84063592471956,151,2.71,127,41.16,3.09,0.28
13,3,7.325677452587346,120,1.77,107,42.67,2.51,0.196
20,8,28.91095842056666,280,0.69,260,21.09,12.33,0.002
81,5,29.328580472454792,288,2.76,207,20.67,10.01,0.008
26,8,33.6843455674193,321,0.77,295,16.32,18.08,0.001
94,5,37.67411001751977,260,2.5,166,12.33,13.46,0.007
11,9,48.91334357581406,225,0.22,214,1.09,196.33,0.001
54,6,28.23351567355379,282,1.91,228,21.77,10.47,0.005
24,4,19.533041282356066,120,1.23,96,30.47,3.15,0.09
13,9,40.78337876459167,269,0.32,256,9.22,27.77,0.001
35,3,17.187451306793342,156,2.04,121,32.81,3.69,0.133
30,6,24.753713931753623,180,1.21,150,25.25,5.94,0.009
25,2,8.530537160401968,162,2.93,137,41.47,3.3,0.281
8,5,6.1407834536955885,134,1.3,126,43.86,2.87,0.084
14,9,48.31917866050663,298,0.29,284,1.68,169.05,0.0
20,8,42.61910542304926,146,0.47,126,7.38,17.07,0.002
115,5,36.31883927421641,331,3.17,216,13.68,15.79,0.006
25,7,23.402882498642146,238,1.07,213,26.6,8.01,0.004
25,1,12.798244403188061,120,1.95,95,37.2,2.55,0.322
26,2,12.039666920198872,145,2.16,119,37.96,3.13,0.226
16,5,16.26093041740679,123,0.98,107,33.74,3.17,0.06
114,4,29.71519991177542,305,3.84,191,20.28,9.42,0.013
185,3,37.156816521502805,315,4.98,130,12.84,10.12,0.022
74,6,34.70888195229791,312,2.13,238,15.29,15.57,0.004
17,6,17.59702536256743,158,0.97,141,32.4,4.35,0.025
112,6,47.96893762984374,296,2.33,184,2.03,90.64,0.003
86,5,38.20536125130958,236,2.25,150,11.79,12.72,0.008
33,7,29.945932363013032,249,1.1,216,20.05,10.77,0.003
25,8,32.527433580545846,315,0.77,290,17.47,16.6,0.001
71,5,23.882002809250547,313,2.97,242,26.12,9.26,0.009
34,3,16.147894527552086,164,2.11,130,33.85,3.84,0.128
37,6,21.01877053930677,259,1.76,222,28.98,7.66,0.007
84,6,39.10307497089661,316,2.15,232,10.9,21.28,0.003
15,0,5.647706988339014,120,2.66,105,44.35,2.37,0.732
20,2,10.223268822811232,138,1.96,118,39.78,2.97,0.224
19,3,7.070118890978874,171,2.69,152,42.93,3.54,0.188
25,0,6.8327961043536565,165,3.66,140,43.17,3.24,0.753
10,9,43.495726280495326,219,0.23,209,6.5,32.15,0.001
88,6,36.664603672101066,350,2.4,262,13.34,19.64,0.003
67,5,26.337822308929635,265,2.54,198,23.66,8.37,0.009
16,4,9.402537229295067,130,1.7,114,40.6,2.81,0.131
53,6,27.122714380257456,287,1.95,234,22.88,10.23,0.005
105,3,26.306229685125455,252,3.99,147,23.69,6.21,0.104
27,2,12.794084145950684,146,2.11,119,37.21,3.2,0.216
77,4,24.523324215708787,250,3.14,173,25.48,6.79,0.038
72,4,22.932713047881805,251,3.14,179,27.07,6.61,0.042
8,9,32.71325441234974,299,0.24,291,17.29,16.83,0.001
102,4,33.579214289043975,243,3.04,141,16.42,8.59,0.014
15,3,7.038680439742003,142,2.13,127,42.96,2.96,0.189
60,4,21.857567658191204,225,2.75,165,28.14,5.86,0.05
108,4,33.16369620714064,259,3.26,151,16.84,8.97,0.014
88,5,27.641131636103946,332,3.18,244,22.36,10.91,0.007
33,8,43.542042853474506,246,0.76,213,6.46,32.97,0.001
83,5,34.64121342285253,250,2.4,167,15.36,10.87,0.008
12,5,12.332049218664336,129,0.97,117,37.67,3.11,0.063
19,3,8.175593633019343,152,2.32,133,41.82,3.18,0.187
119,5,33.9088675192842,369,3.51,250,16.09,15.54,0.005
22,1,6.193008974372981,172,3.55,150,43.81,3.42,0.612
88,5,31.35990115730585,293,2.81,205,18.64,11.0,0.007
0,10,47.31036086412309,317,0.0,317,2.69,117.84,0.0
123,4,30.896338004414552,316,3.98,193,19.1,10.1,0.013
102,3,22.467646679293487,289,4.54,187,27.53,6.79,0.101
63,6,33.947969829905894,273,1.86,210,16.05,13.08,0.004
146,3,25.62138007211825,360,5.7,214,24.38,8.78,0.068
78,5,29.552755519217072,276,2.64,198,20.45,9.68,0.008
139,5,47.36591639494363,262,2.93,123,2.63,46.77,0.007
39,6,22.37461870103484,254,1.74,215,27.63,7.78,0.007
10,9,48.25357537207614,210,0.21,200,1.75,114.29,0.001
42,8,45.74077888802287,312,0.92,270,4.26,63.38,0.001
23,3,13.81060106551834,134,1.67,111,36.19,3.07,0.149
24,2,8.121258539382445,165,2.96,141,41.88,3.37,0.277
17,3,9.535010061984199,120,1.78,103,40.46,2.55,0.193
16,3,5.819982154319738,171,2.75,155,44.18,3.51,0.195
17,4,9.249933234016778,139,1.84,122,40.75,2.99,0.129
59,6,35.73530480373606,243,1.65,184,14.26,12.9,0.005
19,2,8.203489180710305,127,2.32,108,41.8,2.58,0.291
26,5,19.35390336321926,157,1.34,131,30.65,4.27,0.041
98,6,43.019388993625455,258,2.28,160,6.98,22.92,0.004
20,1,6.047237108112164,165,3.31,145,43.95,3.3,0.594
11,9,41.65108171650211,229,0.26,218,8.35,26.11,0.001
33,4,17.683464864802996,172,1.87,139,32.32,4.3,0.07
18,3,10.317417242974532,143,1.74,125,39.68,3.15,0.15
24,8,36.353172441386775,278,0.66,254,13.65,18.61,0.001
58,6,33.302428105094776,255,1.74,197,16.7,11.8,0.005
121,6,44.48624060871738,320,2.72,199,5.51,36.12,0.003
59,7,38.07819697117486,350,1.55,291,11.92,24.41,0.001
36,8,41.156641867318186,266,0.87,230,8.84,26.02,0.001
23,5,17.69155576570879,153,1.3,130,32.31,4.02,0.046
24,2,12.984779470087528,129,1.85,105,37.02,2.84,0.225
41,7,38.77766382383862,241,1.06,200,11.22,17.83,0.002
86,7,41.30756326702688,349,2.08,263,8.69,30.26,0.001
14,9,49.5727313900303,300,0.28,286,0.43,665.12,0.0
29,7,23.567795461014192,280,1.23,251,26.43,9.5,0.003
84,4,21.740813860675242,307,3.86,223,28.26,7.89,0.022
79,6,39.938583233389856,290,1.98,211,10.06,20.97,0.003
25,7,20.336159311385803,277,1.23,252,29.66,8.5,0.003
0,10,46.88407965216041,226,0.0,226,3.12,72.44,0.0
0,10,43.62857383293553,269,0.0,269,6.37,42.23,0.0
93,4,24.304731231875827,304,3.83,211,25.7,8.21,0.019
47,7,38.78919805061738,275,1.21,228,11.21,20.34,0.002
30,8,38.95442933381071,316,0.77,286,11.05,25.88,0.001
27,3,9.640574097616968,179,2.8,152,40.36,3.77,0.179
12,9,45.6148808005805,244,0.26,232,4.39,52.85,0.001
79,4,27.736356760153573,227,2.85,148,22.26,6.65,0.036
37,8,42.190585974848375,273,0.88,236,7.81,30.22,0.001
35,4,19.402232046377527,166,1.8,131,30.6,4.28,0.069
39,8,45.29854528232902,293,0.86,254,4.7,54.04,0.001
71,4,22.51407554303734,251,3.15,180,27.49,6.55,0.044
21,1,5.487694316613426,188,3.83,167,44.51,3.75,0.604
79,7,45.74218893886687,322,1.73,243,4.26,57.04,0.001
17,4,9.10790045537601,144,1.87,127,40.89,3.11,0.124
21,5,19.36911369156867,131,1.08,110,30.63,3.59,0.051
0,10,47.75278851728622,280,0.0,280,2.25,124.44,0.0
16,9,47.77732161219002,335,0.33,319,2.22,143.69,0.0
22,8,30.804704965547874,291,0.71,269,19.2,14.01,0.001
69,6,33.43267454764097,303,2.06,234,16.57,14.12,0.004
43,6,25.18004848902439,249,1.71,206,24.82,8.3,0.006
22,5,18.194484726412902,146,1.21,124,31.81,3.9,0.047
36,4,19.789904541646216,166,1.82,130,30.21,4.3,0.069
39,7,35.26333052346673,248,1.11,209,14.74,14.18,0.002
62,6,38.8568538246956,232,1.6,170,11.14,15.26,0.005
71,7,40.621056967663186,287,1.75,216,9.38,23.03,0.002
78,7,40.53281642575492,315,1.92,237,9.47,25.03,0.002
27,3,9.104274637191066,186,2.97,159,40.9,3.89,0.182
16,8,27.248913711616165,237,0.59,221,22.75,9.71,0.002
23,1,7.590144200748993,151,3.03,128,42.41,3.02,0.597
86,5,29.7287997045681,303,2.89,217,20.27,10.71,0.008
116,2,24.868872561801965,263,4.66,147,25.13,5.85,0.21
0,10,44.94668822412349,304,0.0,304,5.05,60.2,0.0
85,4,20.79117556484354,326,4.09,241,29.21,8.25,0.021
22,2,10.268015739242264,147,2.14,125,39.73,3.15,0.224
24,2,11.434625692377614,145,2.1,121,38.57,3.14,0.221
0,10,39.26797842728625,313,0.0,313,10.73,29.17,0.0
101,4,32.81981284923175,245,3.08,144,17.18,8.38,0.014
35,0,9.550520425525562,164,3.66,129,40.45,3.19,0.767
